jumlah_siswa;jumlah_guru;rasio_guru_siswa;persentase_guru_bersertifikasi;rata_rata_nilai;prestasi_akademik;akreditasi;persentase_fasilitas_layak;kehadiran_siswa;persentase_lulusan_melanjutkan;status_sekolah
862;35;24.63;65.49;60.0;9;C;51.97;82.4;63.28;Tidak Unggul
445;14;31.79;61.26;60.0;4;C;56.13;81.61;50.0;Tidak Unggul
166;11;15.09;82.79;81.5;16;A;71.98;92.98;85.04;Unggul
790;41;19.27;76.58;69.46;11;B;62.32;79.57;80.66;Tidak Unggul
366;27;13.56;81.02;81.82;18;A;73.17;96.07;85.62;Unggul
210;14;15.0;73.57;81.46;14;A;78.71;97.79;76.68;Unggul
765;44;17.39;75.36;73.2;15;B;60.73;87.93;76.97;Unggul
191;10;19.1;61.8;77.09;14;B;70.31;88.94;73.71;Tidak Unggul
174;15;11.6;93.97;95.0;20;A;84.99;96.28;88.48;Unggul
188;12;15.67;83.33;88.94;15;B;76.74;86.57;84.31;Unggul
952;35;27.2;55.26;69.08;6;C;62.06;81.48;59.64;Tidak Unggul
280;17;16.47;85.0;83.57;12;B;74.59;88.22;76.44;Unggul
647;25;25.88;64.16;69.58;8;C;58.19;86.56;73.36;Tidak Unggul
378;17;22.24;71.52;74.89;11;A;76.43;89.55;77.36;Tidak Unggul
257;10;25.7;58.79;68.84;10;B;61.39;84.27;62.74;Tidak Unggul
321;19;16.89;78.74;76.56;12;B;80.55;87.19;79.24;Unggul
584;18;32.44;63.59;74.75;11;C;62.39;87.46;55.91;Tidak Unggul
627;25;25.08;58.2;73.83;9;B;75.62;89.92;74.82;Tidak Unggul
251;10;25.1;70.23;79.54;9;C;60.75;85.35;64.7;Tidak Unggul
673;24;28.04;57.78;66.68;5;C;53.11;81.71;61.1;Tidak Unggul
424;25;16.96;83.51;74.32;14;B;75.65;86.26;76.75;Unggul
762;56;13.61;88.12;84.16;20;A;74.49;95.58;89.98;Unggul
193;9;21.44;74.26;72.74;11;B;66.56;86.79;75.2;Tidak Unggul
966;42;23.0;78.02;77.58;12;B;80.35;84.28;66.92;Unggul
166;11;15.09;76.96;78.02;13;A;82.78;87.68;74.62;Unggul
479;26;18.42;82.57;79.64;13;A;75.06;89.38;74.17;Unggul
718;35;20.51;71.95;81.81;14;A;97.85;89.72;77.06;Unggul
972;75;12.96;100.0;92.17;21;A;90.96;99.0;84.05;Unggul
646;40;16.15;76.78;82.95;14;A;77.47;86.38;62.86;Unggul
964;48;20.08;65.8;80.01;13;B;88.75;89.96;79.43;Unggul
161;8;20.12;75.68;72.87;15;A;78.86;85.05;83.71;Unggul
467;24;19.46;80.97;79.15;14;B;79.05;87.44;76.05;Unggul
741;41;18.07;80.74;79.35;16;A;87.42;85.11;85.28;Unggul
365;19;19.21;62.34;78.96;14;B;87.83;94.48;76.21;Tidak Unggul
488;17;28.71;62.79;76.93;8;B;62.39;87.14;68.04;Tidak Unggul
925;49;18.88;61.09;74.98;12;B;71.9;78.75;76.6;Unggul
810;35;23.14;61.27;76.66;12;B;74.8;87.34;82.53;Unggul
230;13;17.69;78.91;81.73;15;A;80.68;88.3;79.95;Unggul
876;34;25.76;57.74;68.83;7;B;55.94;82.6;57.03;Tidak Unggul
634;23;27.57;56.52;67.09;8;B;62.19;80.56;59.93;Tidak Unggul
523;22;23.77;56.27;80.78;7;C;61.25;81.67;65.12;Tidak Unggul
859;33;26.03;80.0;76.56;11;C;73.96;82.03;82.39;Tidak Unggul
349;24;14.54;79.85;77.02;15;A;88.73;88.65;92.96;Unggul
686;40;17.15;70.16;85.46;17;A;78.16;90.08;88.22;Unggul
615;43;14.3;88.5;85.21;17;A;82.85;91.42;82.86;Unggul
238;13;18.31;75.71;73.82;14;B;81.95;92.49;81.26;Tidak Unggul
417;17;24.53;74.48;60.0;10;C;71.64;88.31;59.87;Tidak Unggul
804;32;25.12;66.05;71.6;7;C;62.49;81.36;62.78;Tidak Unggul
720;37;19.46;68.05;75.49;11;B;75.49;89.58;80.96;Unggul
638;24;26.58;56.99;61.31;7;C;74.77;75.34;66.26;Tidak Unggul
687;46;14.93;81.98;83.45;19;A;94.36;88.41;90.53;Unggul
196;14;14.0;87.87;83.86;20;B;84.45;93.38;83.98;Unggul
437;24;18.21;64.52;71.73;10;B;87.1;88.52;63.55;Unggul
927;44;21.07;86.27;80.42;14;A;81.91;90.52;77.61;Unggul
165;8;20.62;71.16;73.44;10;B;83.28;83.32;64.06;Tidak Unggul
860;31;27.74;63.53;71.38;6;C;71.29;85.46;57.84;Tidak Unggul
550;39;14.1;83.76;90.33;18;B;100.0;90.71;88.7;Unggul
943;43;21.93;64.99;73.34;6;B;77.83;82.11;78.0;Tidak Unggul
235;10;23.5;60.66;71.24;11;B;68.56;87.0;71.66;Tidak Unggul
399;25;15.96;83.96;84.14;16;A;90.36;93.09;84.91;Unggul
540;20;27.0;81.24;62.64;10;C;59.57;80.21;61.58;Tidak Unggul
931;40;23.28;70.68;67.74;7;B;73.36;79.96;61.82;Tidak Unggul
484;19;25.47;66.65;60.0;6;C;77.47;84.69;63.28;Tidak Unggul
778;26;29.92;45.75;62.66;4;C;51.65;78.33;50.0;Tidak Unggul
668;19;35.16;75.45;68.73;11;B;73.69;86.2;62.58;Tidak Unggul
286;13;22.0;72.2;74.08;7;B;71.84;79.84;69.57;Tidak Unggul
837;30;27.9;71.16;62.62;6;C;67.78;80.38;70.82;Tidak Unggul
989;56;17.66;74.57;84.29;17;B;74.63;95.14;86.17;Unggul
647;36;17.97;76.91;80.19;18;A;78.48;94.4;78.68;Unggul
976;64;15.25;72.74;83.58;19;A;89.75;91.63;80.94;Unggul
876;35;25.03;60.0;72.2;11;A;71.14;80.73;72.83;Unggul
626;23;27.22;57.66;69.32;6;B;55.2;83.77;61.97;Tidak Unggul
743;46;16.15;80.8;78.84;13;B;86.67;90.01;74.96;Unggul
372;16;23.25;60.22;64.05;6;C;59.14;83.4;68.22;Tidak Unggul
521;20;26.05;55.68;67.49;7;C;61.29;77.57;54.91;Tidak Unggul
551;31;17.77;80.56;81.81;16;A;97.72;89.42;76.32;Unggul
592;36;16.44;48.85;85.47;13;A;84.72;88.48;74.65;Unggul
639;25;25.56;64.57;70.22;10;B;70.47;89.83;81.07;Tidak Unggul
764;41;18.63;72.9;72.22;13;B;74.7;89.44;76.0;Unggul
422;13;32.46;54.95;60.0;4;C;60.76;82.86;60.72;Tidak Unggul
675;47;14.36;94.73;83.23;17;B;75.21;93.78;90.75;Unggul
308;18;17.11;69.74;72.73;11;B;79.47;85.7;77.89;Tidak Unggul
301;8;37.62;59.19;74.66;7;B;73.85;81.91;66.03;Tidak Unggul
769;30;25.63;64.1;78.16;13;B;72.81;82.96;72.4;Tidak Unggul
337;13;25.92;63.08;67.93;12;B;76.34;84.95;76.42;Tidak Unggul
962;38;25.32;66.64;64.66;9;C;69.43;80.3;65.97;Tidak Unggul
247;9;27.44;74.71;69.83;9;B;74.61;84.78;67.05;Tidak Unggul
280;17;16.47;90.68;83.25;13;B;66.59;87.24;79.86;Unggul
954;66;14.45;89.18;82.6;17;A;90.35;90.35;86.1;Unggul
320;10;32.0;45.86;61.35;5;C;69.08;79.84;55.15;Tidak Unggul
332;27;12.3;89.82;89.58;18;A;81.83;86.98;81.0;Unggul
513;14;36.64;71.0;73.76;10;B;66.05;92.12;76.14;Tidak Unggul
188;12;15.67;78.61;73.46;13;A;86.99;93.75;79.79;Unggul
676;30;22.53;82.78;68.24;13;B;83.33;84.3;77.09;Tidak Unggul
646;35;18.46;93.54;78.15;12;B;86.03;88.89;63.15;Unggul
665;25;26.6;67.19;84.47;9;B;68.96;84.58;69.3;Tidak Unggul
498;15;33.2;60.16;78.24;8;B;72.13;83.67;68.72;Tidak Unggul
546;27;20.22;83.44;78.14;10;B;89.86;85.77;81.57;Tidak Unggul
871;33;26.39;86.81;74.37;9;C;59.99;86.2;69.74;Tidak Unggul
310;17;18.24;79.17;84.71;14;B;68.91;87.48;79.68;Unggul
165;8;20.62;78.61;72.51;15;A;86.67;93.36;79.4;Unggul
642;25;25.68;64.24;69.33;7;B;66.98;86.78;51.72;Tidak Unggul
575;36;15.97;84.61;89.38;14;A;79.95;88.78;80.0;Unggul
257;8;32.12;47.71;75.64;5;C;54.16;82.61;59.71;Tidak Unggul
599;42;14.26;81.06;83.42;15;A;80.02;92.32;70.28;Unggul
460;32;14.38;79.02;72.67;13;B;86.81;83.43;80.38;Unggul
888;29;30.62;64.33;70.94;9;C;70.84;87.01;69.73;Tidak Unggul
319;24;13.29;89.48;91.29;22;A;92.78;93.64;97.75;Unggul
695;23;30.22;60.07;69.79;5;C;55.87;80.61;55.92;Tidak Unggul
563;23;24.48;51.39;74.59;15;B;49.24;89.03;77.19;Tidak Unggul
400;30;13.33;79.37;95.0;18;A;91.33;95.84;87.01;Unggul
908;44;20.64;78.82;76.53;12;B;78.79;86.13;68.75;Unggul
930;60;15.5;93.98;86.51;20;A;86.71;95.97;85.75;Unggul
290;8;36.25;56.06;64.24;5;C;78.49;83.76;60.06;Tidak Unggul
423;31;13.65;70.71;81.18;16;B;74.45;90.15;69.27;Unggul
565;36;15.69;81.42;79.94;17;B;89.29;86.56;82.67;Unggul
757;37;20.46;80.24;81.06;15;B;86.13;90.89;70.46;Unggul
888;44;20.18;78.66;85.63;14;A;80.29;88.23;80.71;Unggul
188;8;23.5;73.25;60.73;9;C;54.53;87.0;72.52;Tidak Unggul
963;40;24.08;54.33;68.33;8;C;75.65;79.85;64.41;Tidak Unggul
178;8;22.25;79.79;76.99;13;B;72.28;83.82;74.42;Tidak Unggul
626;27;23.19;59.94;76.98;11;B;87.85;89.72;79.82;Tidak Unggul
467;17;27.47;58.07;63.37;6;C;66.05;83.02;69.61;Tidak Unggul
394;27;14.59;78.81;90.36;20;A;100.0;95.84;91.21;Unggul
897;39;23.0;68.89;77.09;12;B;63.72;89.58;88.98;Unggul
846;33;25.64;72.88;78.16;9;B;60.99;83.84;64.61;Tidak Unggul
421;19;22.16;76.79;77.97;12;B;69.55;84.96;74.81;Tidak Unggul
589;22;26.77;61.52;69.36;9;C;45.45;86.1;65.68;Tidak Unggul
897;37;24.24;60.14;74.31;15;B;74.2;87.87;62.77;Tidak Unggul
388;10;38.8;45.0;67.73;5;B;54.76;79.69;57.78;Tidak Unggul
526;20;26.3;69.14;69.33;7;C;69.0;82.63;57.76;Tidak Unggul
415;29;14.31;83.53;86.84;17;B;64.22;89.15;79.95;Unggul
508;25;20.32;82.38;92.0;11;B;84.64;90.28;73.49;Unggul
489;32;15.28;80.73;78.06;16;A;84.77;92.29;93.89;Unggul
538;21;25.62;72.12;60.0;9;C;75.06;83.74;73.33;Tidak Unggul
726;49;14.82;71.48;76.64;16;B;77.07;85.84;79.97;Unggul
838;34;24.65;72.02;67.83;12;B;55.97;86.72;69.08;Tidak Unggul
152;8;19.0;67.44;79.23;11;B;83.25;85.35;61.51;Tidak Unggul
578;34;17.0;73.68;89.61;15;B;88.34;93.9;73.73;Unggul
291;14;20.79;73.8;79.63;12;B;81.07;81.44;75.58;Tidak Unggul
525;20;26.25;70.75;71.88;10;B;71.54;83.82;71.56;Tidak Unggul
819;54;15.17;91.5;89.02;17;B;100.0;94.88;77.87;Unggul
473;25;18.92;67.93;86.64;15;A;100.0;89.91;83.29;Unggul
295;14;21.07;82.27;81.21;13;A;87.57;86.35;74.48;Unggul
442;24;18.42;77.95;82.29;14;A;67.48;92.71;73.25;Unggul
814;57;14.28;85.22;78.77;14;A;80.56;92.03;79.71;Unggul
581;20;29.05;71.49;62.33;9;C;58.37;79.83;66.56;Tidak Unggul
854;38;22.47;50.53;79.48;13;B;60.49;85.26;67.92;Tidak Unggul
734;56;13.11;91.74;93.15;17;A;84.8;89.69;88.96;Unggul
548;16;34.25;68.39;60.0;5;C;69.26;79.65;56.21;Tidak Unggul
966;35;27.6;58.31;76.53;11;C;66.06;84.26;66.85;Tidak Unggul
493;22;22.41;54.93;67.93;9;B;63.87;83.05;56.02;Tidak Unggul
289;17;17.0;82.14;81.09;17;A;75.3;90.89;79.42;Unggul
336;11;30.55;67.71;64.44;8;B;84.51;86.26;59.54;Tidak Unggul
954;37;25.78;64.36;77.5;9;B;74.95;88.94;65.79;Tidak Unggul
210;10;21.0;78.06;73.38;9;B;61.88;85.09;64.97;Tidak Unggul
529;26;20.35;80.82;84.86;14;A;94.4;85.14;85.91;Unggul
859;43;19.98;53.92;77.72;11;B;73.0;86.04;69.16;Tidak Unggul
956;40;23.9;62.76;75.65;9;B;65.56;88.49;78.12;Unggul
589;35;16.83;87.42;85.21;14;A;77.24;90.77;73.59;Unggul
468;24;19.5;75.37;75.84;12;A;70.27;90.87;79.24;Unggul
451;16;28.19;59.19;72.84;6;B;64.76;86.45;70.05;Tidak Unggul
493;22;22.41;70.53;68.76;7;B;67.43;79.83;67.52;Tidak Unggul
160;11;14.55;72.64;83.13;13;B;81.03;91.59;84.78;Unggul
211;9;23.44;60.91;73.75;12;B;67.98;87.36;70.57;Tidak Unggul
994;67;14.84;86.83;83.4;14;A;85.67;95.14;81.08;Unggul
375;21;17.86;92.11;82.78;17;A;97.99;90.48;71.38;Unggul
302;15;20.13;76.99;75.17;12;B;70.0;90.85;72.17;Tidak Unggul
860;51;16.86;61.35;75.78;14;B;85.59;87.33;69.57;Unggul
713;45;15.84;96.91;77.03;15;A;86.06;92.56;89.09;Unggul
921;35;26.31;77.1;72.38;6;B;62.01;81.98;67.35;Tidak Unggul
720;45;16.0;85.49;78.48;14;B;82.98;93.61;82.94;Unggul
733;38;19.29;76.42;70.74;13;B;79.62;85.08;63.87;Unggul
809;31;26.1;71.67;72.04;12;B;77.48;87.01;73.22;Tidak Unggul
724;31;23.35;71.57;69.46;11;C;63.68;88.21;70.85;Tidak Unggul
459;20;22.95;58.72;74.28;8;C;60.97;90.69;59.56;Tidak Unggul
392;12;32.67;56.09;65.31;6;C;45.0;77.86;53.65;Tidak Unggul
642;44;14.59;70.95;83.04;14;A;80.69;91.64;88.16;Unggul
515;23;22.39;70.88;64.85;7;C;59.72;82.88;70.74;Tidak Unggul
479;21;22.81;76.19;79.54;12;B;71.28;90.65;74.08;Unggul
256;8;32.0;59.31;73.36;7;C;67.23;82.17;73.5;Tidak Unggul
375;20;18.75;58.77;73.11;10;B;63.09;90.37;66.87;Tidak Unggul
974;41;23.76;71.86;74.49;9;B;81.81;84.21;71.54;Unggul
367;17;21.59;68.87;79.72;13;B;77.09;92.42;82.93;Tidak Unggul
902;41;22.0;56.83;77.54;9;B;72.28;83.96;60.81;Tidak Unggul
655;30;21.83;84.24;72.4;8;C;75.63;80.33;63.86;Tidak Unggul
408;19;21.47;95.53;85.33;13;B;64.63;90.09;78.78;Unggul
923;39;23.67;67.64;79.15;9;B;69.79;83.22;78.5;Tidak Unggul
666;32;20.81;53.92;66.57;11;B;76.45;83.97;77.9;Tidak Unggul
922;40;23.05;77.97;72.21;13;B;61.5;92.97;77.4;Tidak Unggul
203;8;25.38;63.53;70.84;4;B;63.96;81.98;65.14;Tidak Unggul
196;9;21.78;76.73;75.68;9;B;64.85;86.22;72.2;Tidak Unggul
876;34;25.76;64.05;73.71;9;B;73.61;81.53;84.53;Tidak Unggul
838;30;27.93;55.0;69.36;10;C;59.68;76.62;65.24;Tidak Unggul
670;25;26.8;64.14;73.88;10;B;67.72;81.23;69.94;Tidak Unggul
248;15;16.53;78.12;77.45;15;B;88.9;87.42;84.54;Tidak Unggul
169;8;21.12;62.32;71.11;12;B;75.04;81.96;64.72;Tidak Unggul
902;34;26.53;69.05;69.13;3;C;53.24;77.82;64.1;Tidak Unggul
722;35;20.63;63.06;80.61;13;B;83.13;84.8;74.56;Unggul
639;23;27.78;67.8;68.74;7;B;68.56;81.76;70.21;Tidak Unggul
568;22;25.82;63.34;68.05;6;C;72.43;76.27;68.33;Tidak Unggul
839;41;20.46;82.01;78.37;12;B;74.54;87.33;77.03;Unggul
999;55;18.16;72.55;82.09;15;B;82.89;87.87;83.54;Unggul
211;12;17.58;83.48;81.06;14;A;86.21;89.11;87.16;Unggul
294;8;36.75;62.49;60.0;3;C;65.54;81.02;51.57;Tidak Unggul
365;19;19.21;74.15;76.97;12;B;100.0;83.52;71.16;Unggul
152;8;19.0;64.79;74.86;13;B;85.72;82.96;69.05;Tidak Unggul
309;11;28.09;60.2;75.71;10;B;67.57;84.59;66.5;Tidak Unggul
888;38;23.37;67.76;73.86;12;B;70.78;82.85;70.74;Tidak Unggul
930;39;23.85;66.99;82.23;11;B;66.47;84.08;71.51;Tidak Unggul
269;14;19.21;89.53;84.62;16;B;69.65;88.96;94.23;Unggul
238;9;26.44;71.81;70.86;12;B;73.07;89.65;69.49;Tidak Unggul
478;38;12.58;87.16;76.47;16;A;66.0;96.4;82.33;Unggul
729;33;22.09;55.43;71.22;10;B;83.91;81.27;77.76;Tidak Unggul
506;23;22.0;55.88;74.63;10;B;65.53;82.85;76.3;Tidak Unggul
759;38;19.97;66.84;64.12;12;B;79.79;80.28;71.38;Tidak Unggul
416;19;21.89;64.58;77.58;13;B;75.61;89.96;83.9;Tidak Unggul
766;43;17.81;82.05;81.74;18;A;88.68;93.54;79.08;Unggul
472;32;14.75;76.92;85.94;17;B;76.03;96.26;92.21;Unggul
784;36;21.78;71.0;82.93;11;B;74.46;91.21;76.79;Unggul
690;52;13.27;72.61;72.75;14;B;82.08;89.94;88.93;Unggul
798;38;21.0;75.54;79.57;10;B;88.16;82.26;75.39;Unggul
344;14;24.57;64.46;77.63;15;B;62.83;89.33;70.9;Tidak Unggul
887;34;26.09;48.49;66.24;7;B;53.66;79.53;70.09;Tidak Unggul
481;24;20.04;74.98;72.65;11;C;61.17;80.54;63.1;Tidak Unggul
319;23;13.87;73.72;86.47;17;B;65.84;95.21;85.81;Unggul
670;40;16.75;95.52;86.19;18;A;80.42;85.93;89.52;Unggul
612;31;19.74;71.32;69.48;14;A;70.74;92.26;79.93;Unggul
189;10;18.9;73.82;84.14;15;A;82.39;92.25;82.3;Unggul
686;27;25.41;67.33;77.29;11;C;71.27;84.01;78.9;Tidak Unggul
410;21;19.52;70.6;76.0;16;B;64.97;90.03;79.71;Tidak Unggul
544;17;32.0;57.83;67.78;4;C;66.69;80.46;61.59;Tidak Unggul
375;19;19.74;75.66;80.67;11;B;78.67;84.65;74.49;Tidak Unggul
273;17;16.06;84.99;88.97;17;A;90.25;89.88;88.62;Unggul
187;8;23.38;72.98;81.95;12;B;84.91;95.53;73.6;Tidak Unggul
477;27;17.67;62.4;90.25;13;B;68.42;90.45;70.34;Unggul
400;26;15.38;89.63;84.51;15;B;73.12;95.21;75.14;Unggul
325;14;23.21;67.12;74.91;11;B;74.57;85.11;68.38;Tidak Unggul
751;38;19.76;66.92;78.24;9;B;82.06;83.73;60.28;Tidak Unggul
603;28;21.54;72.38;77.13;11;B;77.29;88.56;74.72;Unggul
186;12;15.5;75.33;78.7;16;A;79.44;87.87;72.59;Unggul
465;25;18.6;58.62;70.89;14;B;68.92;87.5;72.74;Tidak Unggul
837;43;19.47;78.05;76.16;11;B;64.65;84.73;75.25;Tidak Unggul
945;64;14.77;75.94;88.48;20;B;94.27;91.79;81.55;Unggul
742;26;28.54;59.75;63.86;6;B;60.16;77.93;63.78;Tidak Unggul
263;9;29.22;72.07;66.49;4;C;58.88;78.95;57.38;Tidak Unggul
189;8;23.62;81.11;75.17;16;B;88.93;88.97;70.12;Tidak Unggul
450;21;21.43;80.01;71.95;8;B;65.47;85.07;64.57;Tidak Unggul
373;26;14.35;70.9;79.04;14;B;78.93;90.55;81.51;Unggul
467;17;27.47;70.4;70.88;10;B;61.85;80.7;67.69;Tidak Unggul
498;35;14.23;80.74;91.62;14;B;69.26;88.95;91.9;Unggul
264;20;13.2;83.21;82.61;18;A;89.01;89.35;82.59;Unggul
847;39;21.72;71.01;79.72;12;A;63.44;91.32;77.83;Unggul
472;23;20.52;84.29;77.71;14;B;89.2;95.25;73.81;Unggul
717;29;24.72;64.53;65.71;11;B;53.58;84.53;64.54;Tidak Unggul
189;9;21.0;74.51;81.33;11;B;73.03;85.9;71.35;Tidak Unggul
189;8;23.62;72.15;66.01;8;B;61.71;76.0;61.38;Tidak Unggul
898;45;19.96;65.35;83.69;13;B;83.9;85.4;75.6;Unggul
438;27;16.22;68.66;76.27;13;A;73.79;91.77;76.17;Unggul
411;16;25.69;91.51;77.32;9;B;60.31;87.4;70.3;Tidak Unggul
365;30;12.17;73.84;91.53;17;A;72.67;94.02;79.78;Unggul
296;11;26.91;76.68;71.57;6;C;47.83;87.7;61.28;Tidak Unggul
485;23;21.09;77.32;77.55;15;A;86.97;88.47;78.61;Unggul
317;17;18.65;75.98;77.33;16;B;96.45;87.68;93.1;Tidak Unggul
241;9;26.78;67.36;63.29;10;B;81.24;87.89;73.34;Tidak Unggul
502;19;26.42;65.62;69.31;9;C;67.69;83.96;70.27;Tidak Unggul
720;45;16.0;88.28;73.24;14;B;82.48;86.45;69.74;Unggul
720;25;28.8;71.46;70.46;9;C;63.79;79.55;66.25;Tidak Unggul
965;46;20.98;68.28;72.12;14;B;67.1;88.32;67.67;Unggul
830;47;17.66;58.22;77.28;11;B;78.95;87.92;76.38;Unggul
930;46;20.22;76.3;73.42;15;A;67.63;85.02;82.58;Unggul
512;27;18.96;78.16;77.31;12;B;83.62;89.88;79.37;Unggul
706;29;24.34;82.45;78.77;11;A;73.79;83.6;73.14;Unggul
494;16;30.88;55.02;73.14;9;B;73.37;86.09;67.33;Tidak Unggul
842;29;29.03;61.55;61.46;8;B;70.77;86.26;64.98;Tidak Unggul
319;10;31.9;51.53;66.7;1;C;46.29;81.3;50.0;Tidak Unggul
505;21;24.05;69.73;68.98;11;B;77.81;86.87;70.25;Tidak Unggul
340;20;17.0;82.4;75.75;15;A;96.46;92.46;78.86;Unggul
816;44;18.55;85.4;82.46;17;B;90.65;91.42;72.42;Unggul
571;22;25.95;48.76;81.28;9;B;57.6;80.01;65.74;Tidak Unggul
849;60;14.15;79.58;78.94;16;B;87.43;93.52;72.1;Unggul
156;8;19.5;80.92;81.71;15;A;84.83;92.28;81.5;Unggul
282;12;23.5;67.31;74.85;12;C;52.89;81.56;64.03;Tidak Unggul
896;64;14.0;82.24;80.62;18;B;84.48;87.98;79.52;Unggul
706;52;13.58;54.35;84.95;18;B;90.77;90.11;87.62;Unggul
975;52;18.75;79.05;73.51;11;A;75.76;92.03;79.05;Unggul
910;37;24.59;62.45;77.0;10;B;75.99;87.33;74.06;Tidak Unggul
180;8;22.5;73.58;74.96;9;B;65.39;85.74;67.4;Tidak Unggul
684;33;20.73;85.25;79.78;12;A;79.51;92.39;71.66;Unggul
575;30;19.17;55.75;74.2;10;B;80.47;79.11;67.37;Tidak Unggul
543;20;27.15;66.27;77.36;5;C;66.32;81.16;61.34;Tidak Unggul
821;45;18.24;64.32;78.55;16;A;78.04;91.56;68.92;Unggul
512;35;14.63;84.27;88.35;16;A;88.07;90.21;89.12;Unggul
586;25;23.44;65.75;73.25;7;B;67.25;81.42;75.21;Tidak Unggul
819;40;20.48;80.93;72.9;13;B;70.84;87.59;74.74;Unggul
700;54;12.96;91.05;83.1;19;A;86.36;92.44;88.72;Unggul
231;10;23.1;73.55;69.75;9;B;74.43;85.31;82.21;Tidak Unggul
505;33;15.3;68.72;79.58;18;B;68.41;92.3;87.57;Unggul
407;17;23.94;47.14;69.27;9;B;78.6;82.61;69.67;Tidak Unggul
867;43;20.16;79.44;74.7;10;B;69.54;85.83;70.69;Unggul
738;34;21.71;78.26;74.76;13;B;64.34;84.41;78.87;Unggul
673;26;25.88;52.23;69.05;9;C;76.74;80.1;60.98;Tidak Unggul
444;21;21.14;79.68;86.27;13;B;80.39;89.85;80.09;Unggul
373;15;24.87;69.31;80.5;11;B;81.05;86.56;59.17;Tidak Unggul
674;30;22.47;77.22;74.22;8;B;64.37;83.14;74.92;Unggul
195;10;19.5;76.12;74.21;13;A;86.28;86.27;77.94;Tidak Unggul
816;32;25.5;78.6;80.36;12;B;78.62;85.29;69.58;Tidak Unggul
262;9;29.11;53.42;61.91;3;C;56.09;78.47;63.0;Tidak Unggul
382;19;20.11;79.02;81.57;15;B;65.0;85.81;80.55;Unggul
166;8;20.75;64.44;73.6;10;B;77.26;81.65;73.58;Tidak Unggul
509;36;14.14;77.59;78.73;18;A;83.34;93.7;81.27;Unggul
372;25;14.88;67.27;84.1;19;A;97.98;86.84;85.88;Unggul
849;44;19.3;82.94;81.01;15;B;74.52;90.3;75.12;Unggul
597;32;18.66;91.25;79.04;13;A;78.57;90.47;74.9;Unggul
514;27;19.04;69.18;95.0;15;B;85.34;93.65;81.05;Unggul
824;53;15.55;88.44;82.09;15;A;100.0;92.08;89.06;Unggul
475;20;23.75;76.2;69.75;11;B;65.92;89.69;68.51;Tidak Unggul
616;23;26.78;61.22;70.63;6;C;62.86;86.04;67.81;Tidak Unggul
563;20;28.15;58.06;67.56;8;B;60.36;89.79;54.27;Tidak Unggul
604;27;22.37;83.72;68.84;14;B;70.88;94.79;78.01;Tidak Unggul
735;33;22.27;85.16;83.43;16;A;77.94;86.68;80.51;Unggul
382;15;25.47;73.38;78.77;10;B;79.97;95.19;68.63;Tidak Unggul
373;16;23.31;67.59;79.67;10;B;70.21;91.17;70.32;Tidak Unggul
980;56;17.5;81.73;78.01;12;B;89.61;86.58;79.23;Unggul
561;22;25.5;63.29;73.31;11;C;81.8;81.89;65.64;Tidak Unggul
721;34;21.21;86.46;78.94;14;B;75.96;86.87;84.99;Unggul
484;23;21.04;88.81;77.99;16;B;71.67;87.48;77.08;Unggul
371;18;20.61;79.21;70.64;12;B;76.95;87.27;68.22;Tidak Unggul
186;11;16.91;86.0;92.31;20;A;97.58;89.81;77.08;Unggul
427;18;23.72;45.0;75.28;8;C;72.74;82.35;67.69;Tidak Unggul
345;13;26.54;60.13;70.59;4;B;56.69;83.48;62.58;Tidak Unggul
633;34;18.62;92.0;78.18;15;B;78.64;86.86;82.97;Unggul
391;22;17.77;86.71;84.3;14;A;69.68;90.07;88.22;Unggul
473;22;21.5;72.98;72.41;9;B;60.21;83.05;66.95;Tidak Unggul
880;40;22.0;68.1;75.45;11;B;82.83;92.9;73.02;Unggul
341;22;15.5;87.14;81.08;15;A;85.74;88.22;76.06;Unggul
166;8;20.75;54.15;73.59;9;B;80.94;84.98;64.02;Tidak Unggul
673;47;14.32;76.5;78.29;13;A;70.41;86.43;85.08;Unggul
550;33;16.67;97.27;83.98;16;A;96.63;90.09;89.8;Unggul
854;38;22.47;60.57;78.19;8;B;78.5;83.01;68.61;Unggul
171;10;17.1;78.18;68.27;12;B;91.51;83.61;77.66;Unggul
623;19;32.79;49.3;73.77;10;C;71.06;82.75;73.02;Tidak Unggul
269;10;26.9;58.17;68.05;10;B;45.0;77.76;62.17;Tidak Unggul
359;18;19.94;79.07;77.81;15;A;84.03;89.81;83.76;Unggul
455;34;13.38;90.59;86.69;20;A;75.72;95.05;93.72;Unggul
419;29;14.45;100.0;86.9;21;A;71.24;94.41;84.87;Unggul
853;47;18.15;70.23;82.05;12;B;78.12;90.35;75.35;Unggul
836;39;21.44;76.7;76.44;12;B;79.79;89.76;70.12;Unggul
434;19;22.84;76.25;72.92;11;B;59.47;84.0;80.71;Tidak Unggul
865;35;24.71;60.33;73.48;11;C;48.45;84.36;60.22;Tidak Unggul
825;35;23.57;70.87;68.1;8;B;60.49;82.26;53.49;Tidak Unggul
912;35;26.06;70.6;72.84;9;B;70.32;86.15;58.29;Tidak Unggul
376;15;25.07;58.56;67.96;7;C;61.12;79.44;58.45;Tidak Unggul
530;29;18.28;83.45;78.21;16;A;81.48;86.66;85.58;Unggul
609;34;17.91;72.85;85.28;15;B;73.06;90.51;75.29;Unggul
